field,avg_cer,std_cer,avg_wer,std_wer,avg_normalized_levenshtein,std_normalized_levenshtein,avg_exact_match,std_exact_match,precision,recall,f1_score
сумма_контракта,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.25,0.4
номер_контракта,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
валюта_платежа,0.6666666666666666,0.4714045207910317,0.6666666666666666,0.4714045207910317,0.6666666666666666,0.4714045207910317,0.3333333333333333,0.4714045207910317,1.0,0.3333333333333333,0.5
дата_окончания_контракта,0.8333333333333334,0.37267799624996495,0.8333333333333334,0.37267799624996495,0.8333333333333334,0.37267799624996495,0.16666666666666666,0.372677996249965,0.0,0.0,0.0
наименование_контрагента,0.9381751374560433,1.145084322786139,1.1380952380952383,1.0856725138163146,0.47276640183586105,0.39646633887497373,0.0,0.0,0.0,0.0,0.0
валюта_контракта,0.6666666666666666,0.4714045207910317,0.6666666666666666,0.4714045207910317,0.6666666666666666,0.4714045207910317,0.3333333333333333,0.4714045207910317,1.0,0.3333333333333333,0.5
страна_контрагента,0.6594202898550724,0.46653387254550355,0.6666666666666666,0.4714045207910317,0.6337792642140468,0.4510826299589073,0.3333333333333333,0.4714045207910317,0.0,0.0,0.0
дата_контракта,0.03333333333333333,0.07453559924999299,0.16666666666666666,0.37267799624996495,0.03333333333333333,0.07453559924999299,0.8333333333333334,0.37267799624996495,0.8333333333333334,0.8333333333333334,0.8333333333333334
