filename,exact_match,schema_consistent,avg_cer,avg_wer,avg_normalized_levenshtein
199.json,False,True,0.7894736842105263,0.8125,0.4710365853658537
355С.json,False,True,0.3606366459627329,0.375,0.3606366459627329
4392.json,False,True,0.640625,0.6875,0.6388888888888888
6708.json,False,True,0.6302083333333334,0.675,0.6302083333333334
8A16.json,False,True,0.6616279069767441,0.8035714285714286,0.6416387959866221
C781.json,False,True,0.140625,0.125,0.1125
